common_name	genome_name	species_name	genome_url	bsgenome	refseq_accession	refseq_url	buffer_col
Antarctic jonasfish 	fNotCoa1.1	Notolepis coatsorum	https://hgdownload.soe.ucsc.edu/hubs/GCA/963/971/535/GCA_963971535.1/GCA_963971535.1.fa.gz		GCA_963971535.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_963971535.1/	
marbled rockcod 	fNotRos5.1	Notothenia rossii	https://hgdownload.soe.ucsc.edu/hubs/GCA/949/606/895/GCA_949606895.1/GCA_949606895.1.fa.gz		GCA_949606895.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_949606895.1/	
Eurasian curlew 	bNumArq3.hap1.1	Numenius arquata	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/895/GCA_964106895.1/GCA_964106895.1.fa.gz		GCA_964106895.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964106895.1/	
lesser noctule 	mNycLei1.hap1.1	Nyctalus leisleri	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/264/875/GCA_964264875.1/GCA_964264875.1.fa.gz		GCA_964264875.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964264875.1/	
great potoo 	bNycGra1.pri	Nyctibius grandis	https://hgdownload.soe.ucsc.edu/hubs/GCF/013/368/605/GCF_013368605.1/GCF_013368605.1.fa.gz		GCF_013368605.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_013368605.1/	
slow loris 	mNycCou1.pri	Nycticebus coucang	https://hgdownload.soe.ucsc.edu/hubs/GCF/027/406/575/GCF_027406575.1/GCF_027406575.1.fa.gz		GCF_027406575.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_027406575.1/	
American pika 	mOchPri1.hap1	Ochotona princeps	https://hgdownload.soe.ucsc.edu/hubs/GCF/030/435/755/GCF_030435755.1/GCF_030435755.1.fa.gz		GCF_030435755.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_030435755.1/	
pejerrey 	fOdoBon6.hap1	Odontesthes bonariensis	https://hgdownload.soe.ucsc.edu/hubs/GCA/027/942/865/GCA_027942865.1/GCA_027942865.1.fa.gz		GCA_027942865.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_027942865.1/	
pejerrey 	fOdoBon6.hap2	Odontesthes bonariensis	https://hgdownload.soe.ucsc.edu/hubs/GCA/027/942/885/GCA_027942885.1/GCA_027942885.1.fa.gz		GCA_027942885.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_027942885.1/	
Eastern black-eared wheatear 	OMel1.0	Oenanthe melanoleuca	https://hgdownload.soe.ucsc.edu/hubs/GCF/029/582/105/GCF_029582105.1/GCF_029582105.1.fa.gz		GCF_029582105.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_029582105.1/	
southern grasshopper mouse 	mOncTor1.1	Onychomys torridus	https://hgdownload.soe.ucsc.edu/hubs/GCF/903/995/425/GCF_903995425.1/GCF_903995425.1.fa.gz		GCF_903995425.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_903995425.1/	
hoatzin 	bOpiHoa1.hap1	Opisthocomus hoazin	https://hgdownload.soe.ucsc.edu/hubs/GCA/030/867/145/GCA_030867145.1/GCA_030867145.1.fa.gz		GCA_030867145.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_030867145.1/	
killer whale 	mOrcOrc1.1	Orcinus orca	https://hgdownload.soe.ucsc.edu/hubs/GCF/937/001/465/GCF_937001465.1/GCF_937001465.1.fa.gz		GCF_937001465.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_937001465.1/	
platypus 	mOrnAna1.pri.v4	Ornithorhynchus anatinus	https://hgdownload.soe.ucsc.edu/hubs/GCF/004/115/215/GCF_004115215.2/GCF_004115215.2.fa.gz		GCF_004115215.2	https://www.ncbi.nlm.nih.gov/assembly/GCF_004115215.2/	
rabbit 	mOryCun1.1	Oryctolagus cuniculus	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/237/555/GCA_964237555.1/GCA_964237555.1.fa.gz		GCA_964237555.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964237555.1/	
European smelt 	fOsmEpe2.1	Osmerus eperlanus	https://hgdownload.soe.ucsc.edu/hubs/GCF/963/692/335/GCF_963692335.1/GCF_963692335.1.fa.gz		GCF_963692335.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_963692335.1/	
rainbow smelt 	fOsmMor3.pri	Osmerus mordax	https://hgdownload.soe.ucsc.edu/hubs/GCA/038/355/195/GCA_038355195.1/GCA_038355195.1.fa.gz		GCA_038355195.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_038355195.1/	
pygmy chimpanzee 	mPanPan1.v2.0_pri	Pan paniscus	https://hgdownload.soe.ucsc.edu/hubs/GCF/029/289/425/GCF_029289425.2/GCF_029289425.2.fa.gz		GCF_029289425.2	https://www.ncbi.nlm.nih.gov/assembly/GCF_029289425.2/	
chimpanzee 	mPanTro3.v2.0_pri	Pan troglodytes	https://hgdownload.soe.ucsc.edu/hubs/GCF/028/858/775/GCF_028858775.2/GCF_028858775.2.fa.gz		GCF_028858775.2	https://www.ncbi.nlm.nih.gov/assembly/GCF_028858775.2/	
striped catfish 	fPanHyp1.pri	Pangasianodon hypophthalmus	https://hgdownload.soe.ucsc.edu/hubs/GCF/027/358/585/GCF_027358585.1/GCF_027358585.1.fa.gz		GCF_027358585.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_027358585.1/	
Indian glassy fish 	fParRan2.2	Parambassis ranga	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/634/625/GCA_900634625.2/GCA_900634625.2.fa.gz		GCA_900634625.2	https://www.ncbi.nlm.nih.gov/assembly/GCA_900634625.2/	
speckled wood butterfly 	ilParAegt1.1	Pararge aegeria	https://hgdownload.soe.ucsc.edu/hubs/GCF/905/163/445/GCF_905163445.1/GCF_905163445.1.fa.gz		GCF_905163445.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_905163445.1/	
house sparrow 	bPasDom1.hap1	Passer domesticus	https://hgdownload.soe.ucsc.edu/hubs/GCF/036/417/665/GCF_036417665.1/GCF_036417665.1.fa.gz		GCF_036417665.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_036417665.1/	
Savannah sparrow 	bPasSan2.pri	Passerculus sandwichensis	https://hgdownload.soe.ucsc.edu/hubs/GCA/031/885/435/GCA_031885435.1/GCA_031885435.1.fa.gz		GCA_031885435.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_031885435.1/	
band-tailed pigeon 	bPatFas1.hap2	Patagioenas fasciata	https://hgdownload.soe.ucsc.edu/hubs/GCF/036/971/685/GCF_036971685.1/GCF_036971685.1.fa.gz		GCF_036971685.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_036971685.1/	
great scallop 	xPecMax1.1	Pecten maximus	https://hgdownload.soe.ucsc.edu/hubs/GCF/902/652/985/GCF_902652985.1/GCF_902652985.1.fa.gz		GCF_902652985.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_902652985.1/	
Dalmatian pelican 	bPelCri1.pri	Pelecanus crispus	https://hgdownload.soe.ucsc.edu/hubs/GCA/030/463/565/GCA_030463565.1/GCA_030463565.1.fa.gz		GCA_030463565.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_030463565.1/	
common spadefoot toad 	aPelFus1.pri	Pelobates fuscus	https://hgdownload.soe.ucsc.edu/hubs/GCF/036/172/605/GCF_036172605.1/GCF_036172605.1.fa.gz		GCF_036172605.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_036172605.1/	
Iberian parsley frog 	aPelIbe1.pri	Pelodytes ibericus	https://hgdownload.soe.ucsc.edu/hubs/GCA/036/172/795/GCA_036172795.1/GCA_036172795.1.fa.gz		GCA_036172795.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_036172795.1/	
rough bullseye 	fPemKlu1.hap1	Pempheris klunzingeri	https://hgdownload.soe.ucsc.edu/hubs/GCA/042/242/105/GCA_042242105.1/GCA_042242105.1.fa.gz		GCA_042242105.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_042242105.1/	
Korean giant-fin mudskipper 	fPerMag1.2.pri	Periophthalmus magnuspinnatus	https://hgdownload.soe.ucsc.edu/hubs/GCF/009/829/125/GCF_009829125.3/GCF_009829125.3.fa.gz		GCF_009829125.3	https://www.ncbi.nlm.nih.gov/assembly/GCF_009829125.3/	
North American deer mouse 	mPerMan1.0.p	Peromyscus maniculatus sonoriensis	https://hgdownload.soe.ucsc.edu/hubs/GCA/026/229/955/GCA_026229955.1/GCA_026229955.1.fa.gz		GCA_026229955.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_026229955.1/	
sea lamprey 	kPetMar1.pri	Petromyzon marinus	https://hgdownload.soe.ucsc.edu/hubs/GCF/010/993/605/GCF_010993605.1/GCF_010993605.1.fa.gz		GCF_010993605.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_010993605.1/	
red-billed tropicbird 	bPhaAeh10.maternal.1	Phaethon aethereus	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/289/735/GCA_964289735.1/GCA_964289735.1.fa.gz		GCA_964289735.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964289735.1/	
long-tailed hermit 	DD_ASM_B1	Phaethornis superciliosus	https://hgdownload.soe.ucsc.edu/hubs/GCA/023/637/945/GCA_023637945.1/GCA_023637945.1.fa.gz		GCA_023637945.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_023637945.1/	
European shag 	bGulAri2.1	Phalacrocorax aristotelis	https://hgdownload.soe.ucsc.edu/hubs/GCA/949/628/215/GCA_949628215.1/GCA_949628215.1.fa.gz		GCA_949628215.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_949628215.1/	
great cormorant 	bPhaCar2.1	Phalacrocorax carbo	https://hgdownload.soe.ucsc.edu/hubs/GCF/963/921/805/GCF_963921805.1/GCF_963921805.1.fa.gz		GCF_963921805.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_963921805.1/	
koala 	phaCin_HiC	Phascolarctos cinereus	https://hgdownload.soe.ucsc.edu/hubs/GCA/003/287/225/GCA_003287225.2/GCA_003287225.2.fa.gz		GCA_003287225.2	https://www.ncbi.nlm.nih.gov/assembly/GCA_003287225.2/	
harbor porpoise 	mPhoPho1.1	Phocoena phocoena	https://hgdownload.soe.ucsc.edu/hubs/GCF/963/924/675/GCF_963924675.1/GCF_963924675.1.fa.gz		GCF_963924675.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_963924675.1/	
vaquita 	mPhoSin1.pri	Phocoena sinus	https://hgdownload.soe.ucsc.edu/hubs/GCF/008/692/025/GCF_008692025.1/GCF_008692025.1.fa.gz		GCF_008692025.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_008692025.1/	
American flamingo 	bPhoRub2.pri	Phoenicopterus ruber ruber	https://hgdownload.soe.ucsc.edu/hubs/GCA/009/819/775/GCA_009819775.1/GCA_009819775.1.fa.gz		GCA_009819775.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_009819775.1/	
convict blenny 	fPhoLeu1.pri	Pholidichthys leucotaenia	https://hgdownload.soe.ucsc.edu/hubs/GCA/020/510/985/GCA_020510985.1/GCA_020510985.1.fa.gz		GCA_020510985.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_020510985.1/	
rock gunnel 	fPhoGun1.2	Pholis gunnellus	https://hgdownload.soe.ucsc.edu/hubs/GCA/910/591/455/GCA_910591455.2/GCA_910591455.2.fa.gz		GCA_910591455.2	https://www.ncbi.nlm.nih.gov/assembly/GCA_910591455.2/	
Eurasian minnow 	fPhoPho1.1	Phoxinus phoxinus	https://hgdownload.soe.ucsc.edu/hubs/GCA/949/152/265/GCA_949152265.1/GCA_949152265.1.fa.gz		GCA_949152265.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_949152265.1/	
pale spear-nosed bat 	mPhyDis1.pri.v3	Phyllostomus discolor	https://hgdownload.soe.ucsc.edu/hubs/GCF/004/126/475/GCF_004126475.2/GCF_004126475.2.fa.gz		GCF_004126475.2	https://www.ncbi.nlm.nih.gov/assembly/GCF_004126475.2/	
Kuhl's pipistrelle 	mPipKuh1.p	Pipistrellus kuhlii	https://hgdownload.soe.ucsc.edu/hubs/GCF/014/108/245/GCF_014108245.1/GCF_014108245.1.fa.gz		GCF_014108245.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_014108245.1/	
common pipistrelle 	mPipPip1.1	Pipistrellus pipistrellus	https://hgdownload.soe.ucsc.edu/hubs/GCA/903/992/545/GCA_903992545.1/GCA_903992545.1.fa.gz		GCA_903992545.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_903992545.1/	
soprano pipistrelle 	mPipPyg2.1	Pipistrellus pygmaeus	https://hgdownload.soe.ucsc.edu/hubs/GCA/949/987/585/GCA_949987585.1/GCA_949987585.1.fa.gz		GCA_949987585.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_949987585.1/	
European flounder 	fPlaFle2.1	Platichthys flesus	https://hgdownload.soe.ucsc.edu/hubs/GCF/949/316/205/GCF_949316205.1/GCF_949316205.1.fa.gz		GCF_949316205.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_949316205.1/	
brown big-eared bat 	mPleAur1.1	Plecotus auritus	https://hgdownload.soe.ucsc.edu/hubs/GCA/963/455/305/GCA_963455305.1/GCA_963455305.1.fa.gz		GCA_963455305.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_963455305.1/	
Iberian ribbed newt 	ASM2665232v1	Pleurodeles waltl	https://hgdownload.soe.ucsc.edu/hubs/GCA/026/652/325/GCA_026652325.1/GCA_026652325.1.fa.gz		GCA_026652325.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_026652325.1/	
European plaice 	fPlePla1.1	Pleuronectes platessa	https://hgdownload.soe.ucsc.edu/hubs/GCF/947/347/685/GCF_947347685.1/GCF_947347685.1.fa.gz		GCF_947347685.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_947347685.1/	
European golden plover 	bPluApr1.pri	Pluvialis apricaria	https://hgdownload.soe.ucsc.edu/hubs/GCA/017/639/485/GCA_017639485.1/GCA_017639485.1.fa.gz		GCA_017639485.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_017639485.1/	
lizards P.bocagei 	rPodBoc1.hap1.1	Podarcis bocagei	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/188/305/GCA_964188305.1/GCA_964188305.1.fa.gz		GCA_964188305.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964188305.1/	
Cretan wall lizard 	rPodCre2.1	Podarcis cretensis	https://hgdownload.soe.ucsc.edu/hubs/GCA/951/804/945/GCA_951804945.1/GCA_951804945.1.fa.gz		GCA_951804945.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_951804945.1/	
lizards P.erhardii 	rPodErh1.hap1.1	Podarcis erhardii	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/252/035/GCA_964252035.1/GCA_964252035.1.fa.gz		GCA_964252035.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964252035.1/	
Filfola wall lizard 	rPodFil1.hap1.1	Podarcis filfolensis	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/270/895/GCA_964270895.1/GCA_964270895.1.fa.gz		GCA_964270895.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964270895.1/	
Skyros wall lizard 	rPodGai1.hap1.2	Podarcis gaigeae	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/915/GCA_964106915.2/GCA_964106915.2.fa.gz		GCA_964106915.2	https://www.ncbi.nlm.nih.gov/assembly/GCA_964106915.2/	
lizards P.melisellensis 	rPodMel1.hap1.1	Podarcis melisellensis	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/234/715/GCA_964234715.1/GCA_964234715.1.fa.gz		GCA_964234715.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964234715.1/	
common wall lizard 	rPodMur119.hap1.1	Podarcis muralis	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/188/315/GCA_964188315.1/GCA_964188315.1.fa.gz		GCA_964188315.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964188315.1/	
lizards P.pityusensis 	rPodPit1.hap1.2	Podarcis pityusensis	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/645/GCA_964106645.2/GCA_964106645.2.fa.gz		GCA_964106645.2	https://www.ncbi.nlm.nih.gov/assembly/GCA_964106645.2/	
Aeolian wall lizard 	rPodRaf1.pri	Podarcis raffonei	https://hgdownload.soe.ucsc.edu/hubs/GCF/027/172/205/GCF_027172205.1/GCF_027172205.1.fa.gz		GCF_027172205.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_027172205.1/	
Italian wall lizard 	rPodSic1.hap1.1	Podarcis siculus	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/188/175/GCA_964188175.1/GCA_964188175.1.fa.gz		GCA_964188175.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964188175.1/	
tawny frogmouth 	bPodStr1.pri	Podargus strigoides	https://hgdownload.soe.ucsc.edu/hubs/GCA/028/020/825/GCA_028020825.1/GCA_028020825.1.fa.gz		GCA_028020825.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_028020825.1/	
black-capped chickadee 	bPoeAtr1.hap1	Poecile atricapillus	https://hgdownload.soe.ucsc.edu/hubs/GCF/030/490/865/GCF_030490865.1/GCF_030490865.1.fa.gz		GCF_030490865.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_030490865.1/	
red-fronted tinkerbird 	bPogPus1.pri	Pogoniulus pusillus	https://hgdownload.soe.ucsc.edu/hubs/GCF/015/220/805/GCF_015220805.1/GCF_015220805.1.fa.gz		GCF_015220805.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_015220805.1/	
pollack 	fPolPol2.1	Pollachius pollachius	https://hgdownload.soe.ucsc.edu/hubs/GCA/949/987/615/GCA_949987615.1/GCA_949987615.1.fa.gz		GCA_949987615.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_949987615.1/	
Sumatran orangutan 	mPonAbe1.v2.0_pri	Pongo abelii	https://hgdownload.soe.ucsc.edu/hubs/GCF/028/885/655/GCF_028885655.2/GCF_028885655.2.fa.gz		GCF_028885655.2	https://www.ncbi.nlm.nih.gov/assembly/GCF_028885655.2/	
Bornean orangutan 	mPonPyg2.v2.0_pri	Pongo pygmaeus	https://hgdownload.soe.ucsc.edu/hubs/GCF/028/885/625/GCF_028885625.2/GCF_028885625.2.fa.gz		GCF_028885625.2	https://www.ncbi.nlm.nih.gov/assembly/GCF_028885625.2/	
South Island takahe 	bPorHoc1.mat.Z.cur	Porphyrio hochstetteri	https://hgdownload.soe.ucsc.edu/hubs/GCA/020/800/305/GCA_020800305.1/GCA_020800305.1.fa.gz		GCA_020800305.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_020800305.1/	
Japanese sawshark 	sPriJap1.hap1	Pristiophorus japonicus	https://hgdownload.soe.ucsc.edu/hubs/GCA/044/704/955/GCA_044704955.1/GCA_044704955.1.fa.gz		GCA_044704955.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_044704955.1/	
smalltooth sawfish 	sPriPec2.1.pri	Pristis pectinata	https://hgdownload.soe.ucsc.edu/hubs/GCF/009/764/475/GCF_009764475.1/GCF_009764475.1.fa.gz		GCF_009764475.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_009764475.1/	
Bolin's lanternfish 	fProBol1.1	Protomyctophum bolini	https://hgdownload.soe.ucsc.edu/hubs/GCA/963/924/005/GCA_963924005.1/GCA_963924005.1.fa.gz		GCA_963924005.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_963924005.1/	
parallel lanternfish 	fProPar1.1	Protomyctophum parallelum	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/188/405/GCA_964188405.1/GCA_964188405.1.fa.gz		GCA_964188405.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964188405.1/	
West African lungfish 	ASM4093952v1	Protopterus annectens	https://hgdownload.soe.ucsc.edu/hubs/GCA/040/939/525/GCA_040939525.1/GCA_040939525.1.fa.gz		GCA_040939525.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_040939525.1/	
corroboree frog 	aPseCor3.hap2	Pseudophryne corroboree	https://hgdownload.soe.ucsc.edu/hubs/GCF/028/390/025/GCF_028390025.1/GCF_028390025.1.fa.gz		GCF_028390025.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_028390025.1/	
white-crowned manakin 	bDixPip1.hap1	Pseudopipra pipra	https://hgdownload.soe.ucsc.edu/hubs/GCF/036/250/125/GCF_036250125.1/GCF_036250125.1.fa.gz		GCF_036250125.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_036250125.1/	
false killer whale 	mPseCra1.hap1	Pseudorca crassidens	https://hgdownload.soe.ucsc.edu/hubs/GCF/039/906/515/GCF_039906515.1/GCF_039906515.1.fa.gz		GCF_039906515.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_039906515.1/	
Mauritius parakeet 	bPsiEch3.1	Psittacula echo	https://hgdownload.soe.ucsc.edu/hubs/GCA/963/264/785/GCA_963264785.1/GCA_963264785.1.fa.gz		GCA_963264785.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_963264785.1/	
yellow-throated sandgrouse 	bPteGut1.pri	Pterocles gutturalis	https://hgdownload.soe.ucsc.edu/hubs/GCA/009/769/525/GCA_009769525.1/GCA_009769525.1.fa.gz		GCA_009769525.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_009769525.1/	
ninespine stickleback 	fPunPun2.1	Pungitius pungitius	https://hgdownload.soe.ucsc.edu/hubs/GCF/949/316/345/GCF_949316345.1/GCF_949316345.1.fa.gz		GCF_949316345.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_949316345.1/	
red-bellied piranha 	fPygNat1.pri	Pygocentrus nattereri	https://hgdownload.soe.ucsc.edu/hubs/GCF/015/220/715/GCF_015220715.1/GCF_015220715.1.fa.gz		GCF_015220715.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_015220715.1/	
blonde ray 	sRajBra1.1	Raja brachyura	https://hgdownload.soe.ucsc.edu/hubs/GCA/963/514/005/GCA_963514005.1/GCA_963514005.1.fa.gz		GCA_963514005.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_963514005.1/	
European common frog 	aRanTem1.1	Rana temporaria	https://hgdownload.soe.ucsc.edu/hubs/GCF/905/171/775/GCF_905171775.1/GCF_905171775.1.fa.gz		GCF_905171775.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_905171775.1/	
mimic poison frog 	aRanImi1.pri	Ranitomeya imitator	https://hgdownload.soe.ucsc.edu/hubs/GCF/032/444/005/GCF_032444005.1/GCF_032444005.1.fa.gz		GCF_032444005.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_032444005.1/	
Norway rat BN7.2	mRatBN7.2	Rattus norvegicus	https://hgdownload.soe.ucsc.edu/hubs/GCF/015/227/675/GCF_015227675.2/GCF_015227675.2.fa.gz		GCF_015227675.2	https://www.ncbi.nlm.nih.gov/assembly/GCF_015227675.2/	
Malawi cichlid R.sp.'chilingali' 	fRhaChi2.1	Rhamphochromis sp. 'chilingali'	https://hgdownload.soe.ucsc.edu/hubs/GCA/963/969/265/GCA_963969265.1/GCA_963969265.1.fa.gz		GCA_963969265.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_963969265.1/	
lesser rhea 	bPtePen1.pri	Rhea pennata	https://hgdownload.soe.ucsc.edu/hubs/GCF/028/389/875/GCF_028389875.1/GCF_028389875.1.fa.gz		GCF_028389875.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_028389875.1/	
two-lined caecilian 	aRhiBiv1.1	Rhinatrema bivittatum	https://hgdownload.soe.ucsc.edu/hubs/GCF/901/001/135/GCF_901001135.1/GCF_901001135.1.fa.gz		GCF_901001135.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_901001135.1/	
two-lined caecilian 	aRhiBiv1.2	Rhinatrema bivittatum	https://hgdownload.soe.ucsc.edu/hubs/GCA/901/001/135/GCA_901001135.2/GCA_901001135.2.fa.gz		GCA_901001135.2	https://www.ncbi.nlm.nih.gov/assembly/GCA_901001135.2/	
Florida worm lizard 	rRhiFlo1.hap2	Rhineura floridana	https://hgdownload.soe.ucsc.edu/hubs/GCF/030/035/675/GCF_030035675.1/GCF_030035675.1.fa.gz		GCF_030035675.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_030035675.1/	
greater horseshoe bat 	mRhiFer1_v1.p	Rhinolophus ferrumequinum	https://hgdownload.soe.ucsc.edu/hubs/GCF/004/115/265/GCF_004115265.2/GCF_004115265.2.fa.gz		GCF_004115265.2	https://www.ncbi.nlm.nih.gov/assembly/GCF_004115265.2/	
greater horseshoe bat 	mRhiFer1.p	Rhinolophus ferrumequinum	https://hgdownload.soe.ucsc.edu/hubs/GCA/014/108/255/GCA_014108255.1/GCA_014108255.1.fa.gz		GCA_014108255.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_014108255.1/	
lesser horseshoe bat 	mRhiHip2.hap1.1	Rhinolophus hipposideros	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/194/185/GCA_964194185.1/GCA_964194185.1.fa.gz		GCA_964194185.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964194185.1/	
Mexican burrowing toad 	aRhiDor1.hap1	Rhinophrynus dorsalis	https://hgdownload.soe.ucsc.edu/hubs/GCA/037/306/005/GCA_037306005.1/GCA_037306005.1.fa.gz		GCA_037306005.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_037306005.1/	
black and rufous elephant shrew 	mRhyPet1.hap1	Rhynchocyon petersi	https://hgdownload.soe.ucsc.edu/hubs/GCA/043/290/085/GCA_043290085.1/GCA_043290085.1.fa.gz		GCA_043290085.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_043290085.1/	
proboscis bat 	mRhyNas2.hap1	Rhynchonycteris naso	https://hgdownload.soe.ucsc.edu/hubs/GCA/037/038/545/GCA_037038545.1/GCA_037038545.1.fa.gz		GCA_037038545.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_037038545.1/	
kagu 	bRhyJub1.pri	Rhynochetos jubatus	https://hgdownload.soe.ucsc.edu/hubs/GCA/027/574/665/GCA_027574665.1/GCA_027574665.1.fa.gz		GCA_027574665.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_027574665.1/	
black-legged kittiwake 	bRisTri1.patW.cur.20221130	Rissa tridactyla	https://hgdownload.soe.ucsc.edu/hubs/GCF/028/500/815/GCF_028500815.1/GCF_028500815.1.fa.gz		GCF_028500815.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_028500815.1/	
Egyptian rousette 	mRouAeg1.p	Rousettus aegyptiacus	https://hgdownload.soe.ucsc.edu/hubs/GCF/014/176/215/GCF_014176215.1/GCF_014176215.1.fa.gz		GCF_014176215.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_014176215.1/	
roach minnow 	fRutRut2.1	Rutilus rutilus	https://hgdownload.soe.ucsc.edu/hubs/GCA/951/802/725/GCA_951802725.1/GCA_951802725.1.fa.gz		GCA_951802725.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_951802725.1/	
hemichordates Saccoglossus 	ASM4095462v1	Saccoglossus sp. HW-2024a	https://hgdownload.soe.ucsc.edu/hubs/GCA/040/954/625/GCA_040954625.1/GCA_040954625.1.fa.gz		GCA_040954625.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_040954625.1/	
